报     价     单                                                                       ,,,,,,,,,,,,,,,,,,,,,,,,,,
设备名称,型号规格,流量(m3/h),扬程(m),转速（r/min）,功率   (kW),材质,,,,,,,,,,,,,配套零件品牌,,,数量（台）        ,税率,单价（元）,总 价（元）,备   注
,,,,,,泵体,泵盖,叶轮,泵轴,机封,叶轮螺母,轴套,水泵底座,联轴器,泵体密封环,密封压盖,电机防护等级,电机能效,轴承,电机,机封,,,,,
立式单级离心泵,,,,,,,,,,,,,,,,,,,,,,,,,,
卧式单级离心泵,,,,,,,,,,,,,,,,,,,,,,,,,,
立式单级双吸离心泵,,,,,,,,,,,,,,,,,,,,,,,,,,
卧式单级双吸离心泵,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
合计,,,,,,,,,,,,,,,,,,,,,,,,,,
